EDH,TM_ID,EDCS
"040508","206343","09801109"
"040509","206344","13003483"
"040510","206345","13003484"
"040512","206346","09801110"
"040513","206347","09801111"
"040515","206348","09801112"
"040516","206349","13003485"
"040577","206350","09801113"
"040578","206351","09801114"
"040579","206352","09801115"
"040582","206354","09801117"
"040583","206355","09801118"
"040584","206356","09801119"
"040587","206357","09801120"
"040588","206358","09801121"
"040589","206359","09801122"
"040590","206360","09801123"
"040591","206361","09801124"
"040593","206362","09801125"
"040595","206363","09801126"
"040596","206364","09801127"
"040597","206365","09801128"
"040598","206366","09801129"
"040600","206367","09801130"
"040601","206368","09801131"
"040603","206369","09801132"
"040604","206370","09801133"
"040605","206371","09801134"
"040609","206374","09801137"
"040611","206376","09801139"
"040613","206378","09801141"
"040614","206379","09801142"
"040615","206380","09801143"
"040616","206381","09801144"
"040617","206382","09801145"
"040618","206383","09801146"
"040619","206384","09801147"
"040620","206385","09801148"
"040621","206386","09801149"
"040622","206387","09801150"
"040623","206388","09801151"
"040624","206389","09801152"
"040625","206390","09801153"
"040627","206392","09801155"
"040628","206393","09801156"
"040629","206394","09801157"
"040638","206396","09801159"
"040639","206397","09801160"
"040640","206398","09801161"
"040643","206400","09801163"
"040644","206401","09801164"
"040645","206402","09801165"
"040647","206403","09801166"
"040648","206404","09801167"
"040649","206405","09801168"
"040651","206406","09801169"
"040652","206407","09801170"
"040654","206408","09801171"
"040656","206409","09801172"
"040657","206410","09801173"
"040658","206411","09801174"
"040659","206412","09801175"
"040660","206413","09801176"
"040661","206414","09801177"
"040662","206415","13003486"
"040664","206417","09801178"
"040665","206418","09801179"
"040666","206419","09801180"
"040667","206420","09801181"
"040668","206421","09801182"
"040669","206422","09801183"
"040670","206423","09801184"
"040671","206424","13003536"
"040672","206425","09801185"
"040673","206426","09801186"
"040675","206428","09801187"
"040677","206430","09801190"
"040678","206431","09801191"
"040680","206433","09801193"
"040681","206434","09801194"
"040682","206435","09801195"
"040683","206436","09801196"
"040684","206437","09801197"
"040686","206439","09801199"
"040687","206440","09801200"
"040688","206441","09801201"
"040689","206442","09801202"
"040690","206443","09801203"
"040691","206444","09801204"
"040692","206445","09801205"
"040693","206446","09801206"
"040694","206447","13003488"
"040695","206448","09801207"
"040696","206449","09801208"
"040697","206450","09801209"
"040700","206453","09801212"
"040741","206454","09801213"
"040742","206455","09801214"
"040743","206456","09801215"
"040744","206457","09801216"
"040746","206459","09801218"
"040748","206461","09801220"
"040749","206462","13003489"
"040750","206463","09801221"
"040751","206464","09801222"
"040752","206465","09801223"
"040762","206467","09801225"
"040763","206468","09801226"
"040764","206469","09801227"
"040766","206470","09801228"
"040767","206471","09801229"
"040770","206473","09801231"
"040771","206474","09801232"
"040772","206475","09801233"
"040775","206477","09801235"
"040776","206478","09801236"
"040777","206479","09801237"
"040778","206480","09801238"
"040779","206481","09801239"
"040780","206482","09801240"
"040781","206483","13003490"
"040782","206484","09801241"
"040783","206485","09801242"
"040784","206486","09801243"
"040796","206487","13003491"
"040797","206488","09801244"
"040798","206489","09801245"
"040800","206490","09801246"
"040801","206491","09801247"
"040802","206492","09801248"
"040806","206495","09801250"
"040807","206496","09801251"
"040808","206497","09801252"
"040809","206498","09801253"
"040810","206499","09801254"
"040811","206500","13003493"
"040812","206501","09801255"
"040813","206502","09801256"
"040814","206503","09801257"
"040815","206504","09801258"
"040816","206505","09801259"
"040817","206506","28000971"
"040818","206507","13003494"
"040820","206509","09801261"
"040821","206510","09801262"
"040822","206511","09801263"
"040823","206512","09801264"
"040824","206513","13003496"
"040825","206514","09801265"
"040826","206515","09801266"
"040828","206517","09801268"
"040829","206518","09801269"
"040830","206519","13003497"
"040831","206520","09801270"
"040832","206521","09801271"
"040834","206523","09801273"
"040835","206524","09801274"
"040836","206525","09801275"
"040837","206526","09801276"
"040838","206527","13003498"
"040839","206528","09801277"
"040840","206529","09801278"
"040841","206530","09801279"
"040842","206531","09801280"
"040843","206532","13003499"
"040844","206533","09801281"
"040845","206534","09801282"
"040847","206536","13003500"
"040848","206537","09801284"
"040849","206538","09801285"
"040851","206540","09801287"
"040852","206541","09801288"
"040853","206542","13003501"
"040854","206543","09801289"
"040855","206544","09801290"
"040856","206545","13003502"
"040857","206546","09801291"
"040858","206547","09801292"
"040859","206548","09801293"
"040860","206549","09801294"
"040861","206550","09801295"
"040862","206551","09801296"
"040864","206553","13003503"
"040865","206554","09801298"
"040866","206555","09801299"
"040885","206558","09801302"
"040886","206559","09801303"
"040887","206560","09801304"
"040888","206561","09801305"
"040890","206563","13003504"
"040891","206564","13003505"
"040893","206566","09801308"
"040895","206568","09801310"
"040896","206569","09801311"
"040897","206570","13003506"
"040898","206571","09801312"
"040899","206572","09801313"
"040901","206574","13003495"
"040902","206575","09801314"
"040903","206576","09801315"
"040904","206577","09801316"
"040905","206578","09801317"
"040906","206579","09801318"
"040907","206580","09801319"
"040908","206581","09801320"
"040909","206582","09801321"
"040910","206583","13003507"
"040911","206584","09801322"
"040912","206585","13003508"
"040914","206587","09801324"
"040916","206589","09801326"
"040918","206591","09801328"
"040920","206593","09801330"
"040922","206595","09801332"
"040923","206596","09801333"
"040925","206598","09801335"
"040926","206599","09801336"
"040927","206600","09801337"
"040928","206601","09801338"
"040929","206602","09801339"
"040930","206603","09801340"
"040931","206604","09801341"
"040932","206605","09801342"
"040934","206607","09801343"
"040936","206609","09801345"
"040937","206610","09801346"
"040938","206611","13002199"
"040939","206612","13003511"
"040940","206613","09801347"
"040941","206614","09801348"
"040943","206616","09801349"
"040944","206617","09801350"
"040945","206618","09801351"
"040947","206620","09801352"
"040948","206621","09801353"
"040949","206622","13003512"
"040950","206623","09801354"
"040951","206624","09801355"
"040952","206625","13003514"
"040953","206626","09801356"
"040954","206627","09801357"
"040956","206629","09801359"
"040957","206630","09801360"
"040958","206631","09801361"
"040959","206632","09801362"
"040961","206634","09801363"
"040962","206635","09801364"
"040963","206636","09801365"
"040964","206637","13003515"
"040965","206638","09801366"
"040966","206639","09801367"
"040967","206640","09801368"
"040968","206641","13003517"
"040969","206642","09801369"
"040970","206643","09801370"
"040971","206644","09801371"
"040972","206645","09801372"
"040973","206646","09801373"
"040974","206647","09801374"
"040975","206648","09801375"
"040978","206651","09801378"
"040979","206652","09801379"
"040980","206653","09801380"
"040981","206654","09801381"
"040982","206655","09801382"
"040983","206656","13003518"
"040985","206658","09801384"
"040986","206659","09801385"
"040987","206660","13003519"
"040988","206661","09801386"
"040989","206662","09801387"
"040991","206664","09801389"
"040993","206666","09801391"
"040994","206667","09801392"
"040995","206668","09801393"
"040996","206669","09801394"
"040997","206670","09801395"
"040998","206671","13003520"
"040999","206672","09801396"
"041000","206673","09801397"
"041001","206674","09801398"
"041002","206675","09801399"
"041003","206676","09801400"
"041004","206677","09801401"
"041005","206678","09801402"
"041006","206679","09801403"
"041007","206680","09801404"
"041008","206681","09801405"
"041011","206684","09801408"
"041012","206685","09801409"
"041014","206687","09801411"
"041015","206688","09801412"
"041016","206689","09801413"
"041017","206690","09801414"
"041018","206691","09801415"
"041019","206692","09801416"
"041020","206693","13002200"
"041021","206694","09801417"
"041023","206696","13003523"
"041024","206697","09801419"
"041025","206698","09801420"
"041026","206699","09801421"
"041027","206700","09801422"
"041028","206701","09801423"
"041029","206702","09801424"
"041030","206703","09801425"
"041031","206704","09801426"
"041032","206705","13003524"
"041033","206706","09801427"
"041034","206707","09801428"
"041036","206709","09801430"
"041037","206710","09801431"
"041039","206712","09801433"
"041041","206714","09801435"
"041043","206716","09801437"
"041044","206717","09801438"
"041045","206718","09801440"
"041046","206719","09801441"
"041047","206720","09801442"
"041048","206721","09801443"
"041049","206722","09801444"
"041057","206724","09801446"
"041059","206725","09801447"
"041060","206726","09801448"
"041061","206727","09801449"
"041062","206728","13003525"
"041064","206729","09801450"
"041065","206730","13003526"
"041066","206731","09801451"
"041067","206732","13002201"
"041068","206733","13003527"
"041069","206734","09801452"
"041070","206735","09801454"
"041071","206736","09801455"
"041072","206737","09801456"
"041073","206738","13003521"
"041074","206739","09801457"
"041075","206740","09801458"
"041076","206741","09801453"
"041080","206743","09801461"
"041083","206745","09801463"
"041086","206747","09801465"
"041087","206748","24200382"
"041088","206749","09801466"
"041089","206750","09801467"
"041091","206751","13003528"
"041092","206752","09801468"
"041093","206753","09801469"
"041095","206755","09801471"
"041096","206756","09801472"
"041097","206757","09801473"
"041098","206758","09801474"
"041127","206761","09801477"
"041129","206763","09801479"
"041130","206764","09801480"
"041131","206765","09801481"
"041133","206767","09801483"
"041139","206768","13003529"
"041140","206769","09801484"
"041141","206770","09801485"
"041142","206771","09801486"
"041143","206772","09801487"
"041144","206773","09801488"
"041145","206774","09801489"
"041147","206775","09801490"
"041148","206776","09801491"
"041151","206778","09801493"
"041152","206779","09801494"
"041153","206780","09801495"
"041154","206781","09801496"
"041158","206784","09801499"
"041159","206785","09801500"
"041160","206786","09801501"
"041161","206787","13003530"
"041164","206788","09801502"
"041166","206790","09801504"
"041167","206791","09801505"
"041169","206793","09801507"
"041172","206796","09801509"
"041173","206797","09801510"
"041174","206798","09801511"
"041175","206799","09801512"
"041176","206800","09801513"
"041178","206801","09801514"
"041181","206804","09801517"
"041182","206805","09801518"
"041183","206806","09801519"
"041184","206807","09801520"
"041186","206809","09801522"
"041187","206810","09801523"
"041188","206811","09801524"
"041189","206812","09801525"
"041190","206813","09801526"
"041191","206814","13003532"
"041192","206815","09801527"
"041193","206816","09801528"
"041196","206819","13003533"
"041197","206820","09801531"
"041199","206822","09801533"
"041200","206823","09801534"
"041204","206824","09801535"
"041205","206825","09801536"
"041206","206826","09801537"
"041207","206827","09801538"
"041209","206828","13003522"
"041210","206829","09801539"
"041211","206830","09801540"
"041213","206831","09801541"
"041216","206833","09801543"
"041217","206834","09801544"
"041218","206835","09801545"
"041219","206836","09801546"
"041221","206837","09801547"
"041222","206838","09801548"
"041224","206839","09801549"
"041225","206840","09801550"
"041227","206841","09801551"
"041228","206842","09801552"
"041229","206843","09801553"
"041231","206844","09801554"
"041232","206845","09801555"
"041233","206846","09801556"
"041235","206847","09801557"
"041237","206848","13003535"
"041239","206849","09801558"
"041242","206850","09801559"
"041244","206851","09801560"
"041245","206852","09801561"
"041246","206853","09801562"
"041248","206854","09801563"
"041249","206855","09801564"
"041250","206856","09801565"
"041252","206857","09801566"
"041253","206858","09801567"
"041256","206859","09801568"
"041260","206861","09801570"
"041262","206863","09801572"
"041263","206864","09801573"
"041271","206866","09801575"
"041272","206867","09801576"
"041273","206868","09801577"
"041274","206869","09801578"
"041275","206870","13003537"
"041282","206872","09801580"
"041283","206873","09801581"
"041284","206874","09801582"
"041285","206875","09801583"
"041286","206876","09801584"
"041288","206877","09801585"
"041291","206879","09801587"
"041292","206880","09801588"
"041293","206881","09801589"
"041294","206882","09801590"
"041296","206883","09801591"
"041297","206884","09801592"
"041298","206885","09801593"
"041300","206887","09801595"
"041302","206888","09801596"
"041303","206889","09801597"
"041306","206891","13003538"
"041308","206892","09801599"
"041309","206893","09801600"
"041312","206894","09801601"
"041314","206895","09801602"
"041315","206896","09801603"
"041316","206897","09801604"
"041317","206898","09801605"
"041318","206899","09801606"
"041319","206900","09801607"
"041320","206901","13003539"
"041321","206902","09801608"
"041322","206903","09801609"
"041323","206904","09801610"
"041325","206906","09801612"
"041326","206907","09801613"
"041327","206908","09801614"
"041329","206909","09801615"
"041331","206910","09801616"
"041334","206911","09801617"
"041335","206912","09801618"
"041336","206913","09801619"
"041337","206914","09801620"
"041338","206915","09801621"
"041340","206916","09801622"
"041341","206917","09801623"
"041346","206919","13003540"
"041347","206920","09801625"
"041349","206922","09801627"
"041352","206923","09801628"
"041354","206925","09801629"
"041355","206926","09801630"
"041359","206927","09801631"
"041362","206929","09801633"
"041363","206930","09801634"
"041365","206931","13003542"
"041367","206932","09801635"
"041368","206933","13003543"
"041369","206934","09801636"
"041370","206935","09801637"
"041371","206936","13000749, 13003544"
"041372","206937","09801638"
"041373","206938","13003545"
"041374","206939","09801639"
"041375","206940","09801640"
"041376","206941","09801641"
"041377","206942","09801643"
"041378","206943","09801644"
"041380","206944","09801645"
"041382","206946","09801647"
"041383","206947","09801648"
"041384","206948","09801649"
"041385","206949","09801650"
"041387","206951","09801651"
"041388","206952","09801653"
"041390","206953","09801652"
"041391","206954","09801654"
"041392","206955","09801655"
"041394","206957","09801657"
"041396","206958","09801658"
"041397","206959","09801659"
"041398","206960","09801660"
"041400","206962","09801662"
"041401","206963","09801663"
"041402","206964","09801664"
"041403","206965","09801665"
"041404","206966","09801667"
"041405","206967","09801668"
"041406","206968","09801669"
"041407","206969","09801670"
"041408","206970","09801671"
"041409","206971","09801672"
"041410","206972","09801673"
"041411","206973","09801674"
"041414","206976","09801677"
"041415","206977","09801678"
"041416","206978","09801679"
"041418","206980","09801681"
"041419","206981","09801682"
"041422","206984","09801685"
"041423","206985","09801686"
"041424","206986","09801687"
"041425","206987","09801688"
"041426","206988","09801689"
"041427","206989","09801690"
"041428","206990","09801691"
"041430","206992","28000972"
"041432","206994","09801694"
"041434","206996","09801696"
"041435","206997","13003560"
"041436","206998","13003548"
"041437","206999","09801697"
"041438","207000","09801698"
"041439","207001","09801699"
"041441","207003","09801701"
"041442","207004","09801702"
"041443","207005","09801703"
"041444","207006","09801704"
"041446","207008","09801706"
"041447","207009","09801707"
"041448","207010","09801708"
"041449","207011","09801709"
"041450","207012","09801710"
"041451","207013","09801711"
"041452","207014","09801712"
"041454","207016","09801714"
"041455","207017","09801715"
"041456","207018","09801716"
"041457","207019","09801717"
"041458","207020","09801718"
"041459","207021","09801719"
"041460","207022","09801720"
"041462","207023","09801721"
"041463","207024","09801722"
"041464","207025","09801723"
"041465","207026","09801724"
"041466","207027","09801725"
"041467","207028","09801726"
"041468","207029","09801727"
"041469","207030","09801728"
"041470","207031","09801729"
"041472","207033","09801731"
"041473","207034","09801732"
"041474","207035","09801733"
"041475","207036","09801734"
"041476","207037","09801735"
"041478","207038","09801736"
"041479","207039","09801737"
"041480","207040","09801738"
"041483","207043","09801741"
"041484","207044","09801742"
"041485","207045","09801743"
"041487","207046","09801744"
"041489","207048","09801746"
"041490","207049","09801747"
"041492","207051","09801750"
"041493","207052","09801751"
"041495","207053","09801752"
"041496","207054","09801753"
"041497","207055","09801754"
"041498","207056","09801755"
"041504","207058","09801757"
"041505","207059","09801758"
"041506","207060","13002202"
"041507","207061","09801759"
"041508","207062","13003549"
"041509","207063","09801760"
"041510","207064","09801761"
"041512","207066","09801763"
"041513","207067","09801764"
"041514","207068","09801765"
"041515","207069","09801766"
"041517","207071","09801768"
"041518","207072","09801769"
"041519","207073","09801770"
"041520","207074","09801771"
"041521","207075","09801772"
"041523","207077","09801774"
"041524","207078","09801775"
"041525","207079","09801776"
"041527","207080","09801777"
"041528","207081","09801778"
"041529","207082","09801779"
"041530","207083","13003550"
"041531","207084","09801780"
"041532","207085","13003551"
"041533","207086","09801781"
"041534","207087","09801782"
"041535","207088","09801784"
"041536","207089","09801785"
"041537","207090","09801786"
"041538","207091","09801787"
"041539","207092","09801788"
"041540","207093","09801789"
"041541","207094","09801790"
"041544","207097","09801793"
"041545","207098","09801794"
"041546","207099","13003552"
"041547","207100","09801795"
"041549","207102","09801797"
"041550","207103","09801798"
"041566","207104","09801799"
"041569","207107","09801802"
"041570","207108","09801803"
"041571","207109","09801804"
"041572","207110","09801805"
"041573","207111","09801806"
"041575","207112","09801807"
"041576","207113","09801808"
"041577","207114","09801809"
"041578","207115","09801810"
"041579","207116","09801811"
"041580","207117","09801812"
"041581","207118","09801813"
"041583","207119","09801814"
"041584","207120","09801815"
"041585","207121","09801816"
"041586","207122","09801817"
"041590","207124","09801819"
"041592","207126","09801821"
"041593","207127","09801822"
"041594","207128","09801823"
"041595","207129","09801824"
"041597","207130","09801825"
"041598","207131","09801826"
"041599","207132","09801828"
"041600","207133","13003534"
"041601","207134","13003554"
"041606","207137","09801831"
"041607","207138","09801832"
"041611","207140","09801834"
"041612","207141","09801835"
"041627","207142","13003555"
"041628","207143","09801836"
"041630","207144","09801837"
"041631","207145","09801838"
"041632","207146","09801839"
"041634","207147","09801840"
"041642","207149","13003556"
"041643","207150","09801842"
"041644","207151","09801843"
"041647","207153","13003557"
"041648","207154","09801845"
"041650","207156","13002203"
"041651","207157","09801847"
"041652","207158","09801848"
"041655","207161","09801851"
"041657","207162","09801852"
"041658","207163","09801853"
"041664","207164","09801854"
"041666","207165","09801855"
"041667","207166","09801856"
"041669","207168","09801858"
"041670","207169","09801859"
"041671","207170","09801860"
"041673","207171","13002204"
"041677","207174","09801863"
"041679","207176","09801865"
"041681","207178","28000973"
"041684","207180","09801868"
"041686","207182","13003436"
"041693","207184","09801870"
"041694","207185","26100328"
"041696","207187","13003438"
"041697","207188","09801872"
"041702","207189","13002194"
"041703","207190","12900336"
"041705","207191","09801873"
"041707","207193","13002176"
"041708","207194","13003562"
"041719","207196","13003432"
"041720","207197","13003433"
"041721","207198","13002177"
"041723","207199","13003605"
"041726","207200","13003606"
"041729","207201","13003607"
"041731","207202","13003608"
"041735","207203","09801876"
"041737","207204","09801877"
"041738","207205","09801878"
"041740","207206","09801879"
"041741","207207","09801880"
"041743","207208","09801881"
"041747","207210","09801883"
"041748","207211","09801884"
"041749","207212","09801885"
"041750","207213","09801886"
"041751","207214","09801887"
"041752","207215","09801888"
"041753","207216","09801889"
"041755","207218","09801891"
"041756","207219","09801892"
"041757","207220","09801893"
"041759","207222","09801895"
"041760","207223","13003609"
"041763","207226","13003639"
"041764","207227","13003640"
"050640","207281","13001734"
"051492","201937","11600227"
"053097","202216","03700797"
"053902","202220","04901010"
"055633","202328","34000170"
"059035","202361","06000043"
"059042","202368","06000052"
"059046","202372","06000056"
"059054","202380","06000066"
"059060","202386","06000072"
"059066","202392","06000079"
"059070","202396","06000083"
"059071","202397","06000084"
"059072","202398","06000085"
"059074","202400","06000087"
"059077","202403","06000090"
"059080","202406","06000095"
"059081","202407","06000096"
"059083","202409","06000099"
"059092","202418","06000111"
"059093","202419","06000112"
"059094","202420","06000113"
"059100","202426","06000120"
"059105","202431","06000135"
"059129","202455","06000163"
"059142","202468","06000176"
"059155","202481","06000189"
"059191","202517","06000225"
"059201","202527","06000235"
"059212","202538","06000248"
"059215","202541","06000251"
"059227","202553","39000016"
"059230","202556","06000264"
"059239","202565","06000278"
"059241","202567","06000280"
"059242","202568","06000281"
"059257","202583","24100009"
"059259","202585","30100059"
"059260","99181","27800399"
"059261","202587","39000024"
"059262","202588","39000025"
"059266","202591","06000318"
"059267","202592","06000320"
"059268","202593","06000321"
"059271","202596","06000327"
"059274","202599","06000337"
"059275","202600","59600004"
"059281","202605","06000347"
"059283","202607","06000349"
"059286","202610","06000352"
"059288","202612","27800414"
"059289","202613","06000355"
"059292","202616","06000359"
"059296","202620","06000363"
"059300","202624","06000367"
"059301","202625","06000368"
"059302","202626","06000369"
"059304","202628","06000371"
"059305","202629","06000372"
"059306","202630","06000373"
"059307","202631","06000374"
"059308","202632","06000375"
"059316","202640","06000386"
"059319","202643","06000391"
"059322","202646","06000395"
"059325","202649","06000400"
"059331","202655","06000416"
"059332","202656","06000417"
"059338","202662","06000424"
"059348","202672","06000435"
"059349","202673","06000436"
"059351","202675","06000438"
"059353","341953","06000441"
"059361","202685","06000453"
"059379","202703","24100010"
"059386","202710","06000486"
"059387","202711","06000487"
"059388","202712","06000488"
"059389","202713","06000489"
"059390","202714","06000490"
"059392","202716","06000492"
"059394","202718","06000494"
"059395","202719","06000495"
"059396","202720","06000496"
"059397","202721","06000497"
"059398","202722","06000498"
"059399","202723","06000499"
"059402","202726","06000502"
"059403","202727","06000503"
"059404","202728","06000504"
"059410","202734","06000513"
"059420","202744","06000541"
"059422","202746","06000543"
"059423","202747","06000544"
"059425","202749","06000546"
"059427","202751","06000548"
"059428","202752","06000549"
"059429","202753","06000550"
"059430","202754","06000551"
"059436","202760","06000566"
"059441","202765","49100331"
"059446","202770","06000578"
"059453","202777","06000591"
"059456","202779","06000594"
"059458","202781","06000596"
"059470","202793","06000616"
"059476","202799","06000622"
"059477","202800","06000789"
"059495","202818","06000642"
"059496","202819","06000643"
"059500","202823","06000647"
"059501","202824","24100016"
"059507","202830","14200139"
"059512","202835","06000657"
"059514","202837","24100026"
"059516","202839","06000660"
"059521","202844","06000666"
"059529","202852","06000673"
"059539","202862","06000679"
"059547","202869","06000686"
"059549","202871","06000689"
"059552","202874","06000692"
"059553","202875","06000693"
"059557","202879","06000697"
"059558","202880","06000698"
"059564","202886","06000704"
"059567","202889","06000707"
"059570","202892","14200145"
"059571","202893","06000708"
"059575","202897","06000711"
"059578","202900","06000715"
"059581","202903","06000718"
"059584","202906","24100024"
"059587","202909","06000722"
"059589","202911","14200144"
"059590","202912","06000724"
"059591","202913","06000725"
"059596","202918","39000031"
"059600","202922","06000732"
"059617","202938","06000772"
"059649","341903","39000080"
"059658","202978","06000821"
"059661","202981","06000824"
"059741","203061","26801190"
"059743","203063","26801192"
"059813","203132","14200003"
"059814","203133","14200004"
"059818","203137","14200010"
"059832","199517","13600260, 14200024"
"064284","207347","23100067"
"067591","367563","49100326"
"067618","367566","49100332, 67200621"
"067664","367430","06000345"
"067670","367433","06000510"
"067821","348102","25001500"
