place_name,province,longitude,latitude,inscription_count,Pleiades_ID
Mechtat Ben Falia,Numidia,8.3078956,35.3250785,1,
Mechtat El Meharza / Meharza,Numidia,6.3077545,36.1844874,3,
Mechtat Kherbet Ameur / Kherbet el Ameur,Numidia,5.8038576,36.1767724,1,
Mechtat Oulad Bou Goula,Numidia,6.582222,36.108612,1,
Mechtat el Biar,Numidia,6.037622,36.206032,8,
Mechtet 'Ain Hallouf / Castellum Arsacalitanum,Numidia,6.78125,36.684105,328,
Mechtet Bir el Djedid,Numidia,5.707583,35.980312,2,
Medjedel,Numidia,3.6793899,35.1467087,1,
Medjenin,Numidia,,,2,
Medjez Amar,Numidia,7.3126782,36.4454517,1,
Meghalsa,Numidia,,,4,
Meglaff,Numidia,,,1,
Mehanna,Numidia,,,1,
Mekhadma,Numidia,5.4750239,34.6531849,2,
Menaa / Tfilzi,Numidia,6.0039939,35.1762498,23,
Mendour / Ad Symmachi?,Numidia,6.166658,35.233353,1,
Merabeta Mansura,Numidia,,,5,
Merfeg El Barud,Numidia,,,2,
Mergueb et Tir,Numidia,6.6030556,36.7583333,1,
Meridj,Numidia,,,1,
"Merouana / Merwana, Hr. / El Henchira / Lamasba",Numidia,5.913138,35.6320555,7,
Mertum,Numidia,,,1,
Meschta al Kabira,Numidia,,,1,
Messaad / Messad / Castellum Dimmidi,Numidia,3.4958059,34.1538348,78,
"Messala, Hr.",Numidia,,,4,
Messorel el-Anech,Numidia,,,1,
Mila / Milev,Numidia,6.1526985,36.3647957,257,305109
Mjar Allah,Numidia,,,3,
Mkides,Numidia,,,1,
Mohammed,Numidia,,,1,
"Monchar Ben Abbes, Djebel",Numidia,6.9,36.15,1,
"Mouader, Djebel",Numidia,6.9166667,36.8833333,1,
Mouia,Numidia,,,2,
"Mouias, Maison Forestiere des",Numidia,6.427954,36.555504,1,
Moulin Gragnon,Numidia,,,1,
Mrakib Talha,Numidia,,,13,
"Mrata, Jebel",Numidia,9.3861111,37.1669444,2,
Mrikeb Thala / Macomades,Numidia,7.165181,35.8254,98,
Mschunesch,Numidia,,,1,
Mzara Oum Chellalig,Numidia,,,1,
Mzaret t'el Fissei,Numidia,,,13,
N'Gaous / Ngaous / Nicivibus,Numidia,5.6108516,35.5547284,77,
Nechaa er Rihane,Numidia,8.394722,36.615555,2,
Nechmaya / Nechmeya,Numidia,7.5132917,36.6111841,4,
"Negrine / Besseriani, Hr. / Casae Nigrae / Nigrenses Maiores / Ad Maiores",Numidia,7.5219594,34.4855133,26,
Ngussa,Numidia,,,1,
Oed Meskitou,Numidia,,,1,
Oued Abd el Achir,Numidia,6.318785,35.456005,1,
Oued Abiod,Numidia,-4.388059,34.181273,1,
Oued Ain Dahmane,Numidia,2.890278,36.280834,1,
Oued Athmania / Oued Athmenia,Numidia,6.2870618,36.2495545,10,
Oued Berzgal,Numidia,8.256611,35.028793,1,
Oued Boghera,Numidia,,,5,
Oued Bou Touil,Numidia,6.029446,36.137535,4,
Oued Boulfrais,Numidia,,,1,
Oued Chair,Numidia,5.649919,35.576271,1,
Oued Chorra,Numidia,,,1,
Oued Deheb / Mons / Mopt(h)i,Numidia,5.6201681,36.2512327,88,
Oued Dekri,Numidia,6.1581665,36.1929029,2,
Oued Deline,Numidia,,,1,
Oued Diss,Numidia,,,1,
Oued Djellib,Numidia,7.199062,34.539825,2,
Oued Djermane,Numidia,5.702479,36.075504,2,
Oued Ennar,Numidia,,,1,
Oued Fedhala,Numidia,5.848161,35.291454,14,
Oued Fodda,Numidia,1.5347489,36.185966,3,
Oued Guechtane,Numidia,6.51637,34.892429,1,
Oued Hallail / 'Ain Mdila / Mdila / Midila,Numidia,7.39428,34.62445,9,
Oued Hamla,Numidia,6.0844434,35.5569931,2,
Oued Hammam,Numidia,,,1,
"Oued Kherouf, Hr. / Vicus Phosphorianus",Numidia,7.080887,36.137412,1,
Oued Mellagou,Numidia,6.928945,35.104008,2,
Oued Meskiana,Numidia,7.789557,35.764007,1,
Oued Ouara,Numidia,6.670833,36.266388,3,
Oued Ouessah,Numidia,7.304175,36.052292,1,
Oued Radjeta,Numidia,7.160545,36.777233,1,
Oued Rfana,Numidia,,,11,
Oued Richaicha,Numidia,,,1,
Oued Smendou,Numidia,6.506721,36.517609,13,
Oued Temania,Numidia,,,4,
Oued Touta / Wed Tuta,Numidia,7.399405,36.504822,1,
Oued Yakour,Numidia,3.140859,36.215546,1,
Oued Zenati,Numidia,7.1628647,36.3139054,2,
Oued el Haad,Numidia,3.398374,36.633568,1,
Oued el Koton,Numidia,6.347598,36.492016,2,
Oulad Kheir,Numidia,2.937778,36.302223,2,
Oulad Said?,Numidia,,,1,
Ouled Atmane,Numidia,4.5,36.15,1,
Ouled Ayad,Numidia,5.6054208,36.6456357,7,
Ouled Ben-Sassi,Numidia,6.0581607,36.7858866,1,
Ouled Djellal / Ouled Djelil,Numidia,5.0644342,34.4254103,1,
Ouled Gouam,Numidia,,,1,
Ouled Hamla / Berteaux,Numidia,6.4720919,36.0795998,6,
Ouled Khaled / Hammame Rabbi / Les Eaux-Chaudes,Numidia,0.1531651,34.8753492,1,
Ouled Khelouf,Numidia,6.0891032,36.0002537,1,
Ouled Mrabett,Numidia,,,1,
Ouled Oum Ziane,Numidia,,,2,
Ouled Rahmoune,Numidia,6.701422,36.1788485,1,
Ouled Rechache / Zoui / Zui / Vazanis / Vazuanis,Numidia,7.3548369,35.2972988,47,
Oullaza,Numidia,,,4,
"Oum el Adjoul, Bled",Numidia,5.445949,36.056419,1,
Oum el Aroug,Numidia,5.9752778,35.7180556,3,
Oum el Bouaghi,Numidia,7.1150645,35.8687758,3,
"Oum el Guemel, Djebel",Numidia,7.3988889,35.7805556,3,
Oum el-Abtaien,Numidia,,,5,
"Ounkif, Hr. / Um Kif / Umkif / Argoub el Mektalia / Argub el Mektalia / Cedias / Cedia",Numidia,7.274729,35.255479,16,
Ourlal,Numidia,5.5120852,34.6562915,1,
"Ousfrane, Kherbet el",Numidia,6.159526,35.855553,1,
"Prudhomme, Grarem Gouga",Numidia,6.3261322,36.5152648,5,
Qued R'Zel,Numidia,,,1,
R'oumeriane,Numidia,,,1,
Ras Beker,Numidia,,,5,
Ras Feidh el Mehari,Numidia,,,1,
Ras el Aioun / Nicivibus,Numidia,5.6515672,35.6758524,6,
Ras el Akba,Numidia,7.2234313,36.3737207,1,
"Rebka, Hr. / Ksar el-Kelb / Ksar Ouled Zid / Vegesela",Numidia,8.699126,35.443295,23,
Res Marchou,Numidia,,,3,
"Rhedir el Fras, Hr.",Numidia,,,1,
Rhil-ou-Bilbal,Numidia,,,2,
Rouached,Numidia,6.0391589,36.4581588,11,
Rouss ed Diss,Numidia,7.7833333,36.1166667,1,
"Saad Bou el Hadef, Bordj",Numidia,6.558611,36.59,1,
"Sadjar, Ain / Castellum Subzuaritanum",Numidia,6.5166667,36.2330556,49,
Safsaf,Numidia,0.3790103,35.8439772,1,
Sakrania,Numidia,,,4,
Salah Bouchaour,Numidia,6.8563693,36.7044252,2,
Sanef,Numidia,6.3551871,35.24706,1,
Savia Sidi Ibrahim,Numidia,,,4,
Sbikha / Sbikra / As Subaykhah,Numidia,10.0175917,35.9326902,3,
Schefia / Cheffia / Tenelium,Numidia,,,2,
Schemorra,Numidia,,,3,
Scheragrag,Numidia,,,9,
Schetma,Numidia,,,4,
Schettaya,Numidia,,,1,
"Sedra, Hr. / Claudi",Numidia,6.904966,35.463468,5,
Sefel Dellaa,Numidia,,,1,
Sefiane,Numidia,5.5597763,35.4379384,21,
Sellaoua,Numidia,7.0786,36.01,1,
Sellaoua Announa / Salaoua Announa / El Announa / Thibilis,Numidia,7.250702,36.3867677,1515,305165
Sellauin,Numidia,,,3,
"Senab, Hr.",Numidia,,,1,
Seriana / Pasteur / Lamiggiga,Numidia,6.1850558,35.6925612,52,
"Setha, Bled",Numidia,6.243889,35.944443,2,
Sfaia Chbak ed-Doud,Numidia,,,2,
Si Embarek,Numidia,,,4,
Si Hammar,Numidia,,,3,
Sid,Numidia,,,3,
Sidi Ali ben Moussa,Numidia,,,1,
Sidi Ben Atiya / Sidi Ben Atia,Numidia,4.22558,34.90082,1,
Sidi Bin Nur,Numidia,10.9213719,35.5300842,2,
Sidi Faraj / Sidi Feradj / Sidi Feredj,Numidia,9.712866,36.816349,10,
Sidi Khallef,Numidia,,,3,
Sidi Khelifa / Sidi Khalifa,Numidia,6.2997369,36.349967,4,
Sidi Khellil / Sidi Khelil / Sidi Krelil,Numidia,5.8726296,34.8427256,3,
Sidi Mabrouck ech Cherif,Numidia,6.6333,36.3667,1,
Sidi Mabrouk,Numidia,6.6305719,36.3577414,1,
Sidi Merouane,Numidia,6.2603141,36.5189042,2,
Sidi Nacer / Sidi Naceur / Sidi Nasseur,Numidia,5.816845,36.334404,2,
Sidi Okba,Numidia,5.9107849,34.7497613,1,
Sidi-Zituna,Numidia,,,1,
Skikda / Ras Skikda / Philippeville / Rusicade,Numidia,6.907485,36.879882,460,305137
Snab Bou Touil,Numidia,5.813683,35.697815,4,
"Snab el Abiod, Bir",Numidia,5.7744444,35.6613889,10,
Souk Ahras / Souq Ahras / Souk Arrhas / Suq Ahras / Souk Aghas / Thagaste,Numidia,7.9515466,36.284832,79,
Soumat el Kheneg,Numidia,8.266307,35.025171,1,
Stora,Numidia,6.8793335,36.9040904,2,
Tabiloud,Numidia,,,1,
Tabitouret,Numidia,,,1,
"Tabiyah, Hr. at",Numidia,8.4500494,36.0332544,1,
Taddert,Numidia,6.9475,35.2194444,4,
Tadjenanet / Saint-Donat,Numidia,5.9857948,36.1192994,3,
Tadjerout,Numidia,6.3433967,36.0640911,2,
Taferaunt,Numidia,,,3,
Tagunt,Numidia,,,1,
Tahar Ben Mohamed,Numidia,,,1,
Tahouda / Tehouda / Thabudeos,Numidia,5.8921139,34.8041577,4,
Tamagra,Numidia,6.995768,35.245125,3,
Tamgout,Numidia,4.4155705,36.8194716,1,
Tarlist,Numidia,,,2,
Taschìn / Tuschin / Lambafundi,Numidia,13.566667,26.583332,5,
Tasserguint,Numidia,,,1,
"Taxas, Station de",Numidia,6.8157347,36.0670395,2,
Tazougart,Numidia,7.2140557,35.3751732,3,
"Tebrouri, Bled",Numidia,7.29498,35.407867,10,
"Tedjelt, Hr.",Numidia,,,1,
Tehouda / Thouda / Thabudeos / Tabudium Oppidum,Numidia,6.007213,34.723295,4,
Teizirt,Numidia,,,1,
Teleghma / Telerghma,Numidia,6.3581086,36.1180204,7,
Temelouka / Temlouka,Numidia,5.3252822,36.1686562,2,
Temrani,Numidia,,,2,
Tenelium,Numidia,,,2,
Teniet Anouda,Numidia,,,16,
Teniet Azeb,Numidia,6.25,35.6,2,
Terlist,Numidia,5.719895,35.795394,23,
Tessicra,Numidia,,,1,
Thaya,Numidia,,,15,
Thuda / Thabudeos / Tabudium Oppidum,Numidia,6.007213,34.723295,1,
Tiberguent,Numidia,6.041311,36.4102657,2,
Tiddis / El-Kheneg / Grarem / Castellum Tidditanorum,Numidia,6.4970598,36.4739832,674,
Tifelfel,Numidia,6.2319299417815675,35.118243756113436,3,
Tifelouin,Numidia,5.714632,35.795236,8,
Tigaminin / Aurasius Mons,Numidia,6.1666667,35.2333333,1,
Tiharahin,Numidia,,,1,
Timarsitine / Timersitine,Numidia,7.0854995,36.2405597,1,
Timedout / Kherbet Rekiza,Numidia,,,1,
Timerzaguin,Numidia,5.76114,35.810567,5,
Timgad / Thamugadi,Numidia,6.4705695,35.4938565,724,334636
Tirhanimine,Numidia,6.25,35.166667,2,
Tlidjene,Numidia,7.7661188,35.1170207,1,
Tobbal,Numidia,,,6,
Tobna / Tubunae,Numidia,5.345843,35.348461,39,
Tolga,Numidia,5.3830752,34.73212,2,
Torrecha,Numidia,8.082286,35.606242,11,
"Touchine, Hr. / Lambafundi",Numidia,6.465983,35.481197,7,
Touggourt,Numidia,6.066102,33.1098968,1,
Tsilil,Numidia,,,1,
Turnier,Numidia,,,1,
Udisder,Numidia,,,1,
Umm El Abtaien,Numidia,,,3,
Umm El Asnam,Numidia,,,1,
Umm El Bawaghi,Numidia,,,4,
Val d'Or,Numidia,6.27306,36.2303,6,
Vazoui,Numidia,,,1,
Wad Abiod,Numidia,,,12,
Wad El Arab,Numidia,,,3,
Wadi Ben Musa,Numidia,,,2,
Wadi Rur,Numidia,,,1,
Wed Scham,Numidia,,,2,
Yahia Beni Guecha / Lucet / Beni Guecha / Fons Camerata,Numidia,5.9940093,36.3907169,6,
Yakouren,Numidia,4.4389944,36.7335937,1,
Youks-les-Bains / Youks / Yuks / Ad Aquas Caesaris,Numidia,7.9506234,35.4493578,7,
Zaouia Sidi Zaroual,Numidia,5.983333,35.383333,12,
Zaouia de Sidi,Numidia,3.058088,36.783876,13,
"Zarouane, Hr.",Numidia,8.271743,35.901558,2,
Zehada,Numidia,,,1,
"Zerig Chaaba, Oglat",Numidia,5.3275,33.9608333,1,
"Zidana, Hr.",Numidia,,,1,
Zighout Youcef,Numidia,6.7028904,36.5309186,1,
Zirara,Numidia,,,2,
Zitounet el Bidi / Zitunet el Bidi,Numidia,,,5,
Zmala,Numidia,5.3993736,36.3275171,1,
Zraia / Zarai,Numidia,5.6826122,35.8084074,151,
